iter	Logloss
396	0.4844708174
397	0.4841799656
398	0.4839833554
399	0.4837043218
400	0.483347816
401	0.4829643187
402	0.4826073071
403	0.4824245028
404	0.4822328344
405	0.4818638253
406	0.4815279126
407	0.4813291438
408	0.4810527507
409	0.4808042613
410	0.4804649566
411	0.4802209109
412	0.480000508
413	0.479609595
414	0.4794625858
415	0.4792860949
416	0.4791981696
417	0.4787920611
418	0.4786338016
419	0.4783667626
420	0.4779794602
421	0.4777058328
422	0.4775023032
423	0.4771893103
424	0.4770586254
425	0.4767727475
426	0.4764684295
427	0.4761085515
428	0.4758439537
429	0.4756129229
430	0.4753103692
431	0.4750299303
432	0.4748239029
433	0.474540525
434	0.4742502182
435	0.4739881551
436	0.4736834984
437	0.4733447666
438	0.4729035936
439	0.4726421201
440	0.4724556369
441	0.4720520422
442	0.4716941405
443	0.4714263736
444	0.4711523269
445	0.470937068
446	0.470694169
447	0.4704603044
448	0.4702638439
449	0.4700581713
450	0.46980601
451	0.4696436644
452	0.4695144732
453	0.4693126401
454	0.4690690944
455	0.4688304113
456	0.4684617229
457	0.4680339262
458	0.4677307707
459	0.4675660366
460	0.4674220086
461	0.4672917836
462	0.4670732894
463	0.4667478481
464	0.4665723179
465	0.4663736223
466	0.4661038798
467	0.4658342394
468	0.4654164245
469	0.4650758977
470	0.4648965603
471	0.464645507
472	0.4643313244
473	0.4640392259
474	0.4639109912
475	0.4635730193
476	0.4631905808
477	0.4629136664
478	0.4627352524
479	0.4623965381
480	0.4620528956
481	0.4618431995
482	0.4615301547
483	0.4612336071
484	0.4609636788
485	0.4607559419
486	0.4604937594
487	0.4600722245
488	0.4599549966
489	0.4596925428
490	0.459394576
491	0.4591443513
492	0.458796803
493	0.4585484902
494	0.4584308567
495	0.4581591988
496	0.4578804468
497	0.457654124
498	0.4572981435
499	0.4570377744
500	0.4568958936
501	0.4566203133
502	0.4564720199
503	0.4562060224
504	0.4559776856
505	0.4557815617
506	0.4555261158
507	0.4551433225
508	0.4549528502
509	0.4547844203
510	0.4546528139
511	0.4543362509
512	0.4541015887
513	0.4538510004
514	0.4535839785
515	0.453184975
516	0.4529772256
517	0.4526965886
518	0.4523387089
519	0.4520594125
520	0.4518184232
521	0.4516084561
522	0.4513725953
523	0.4510001667
524	0.4506509024
525	0.4504596587
526	0.4502574108
527	0.449926508
528	0.4496943335
529	0.4494550501
530	0.449170815
531	0.4487653131
532	0.4482880155
533	0.4478961513
534	0.4476897348
535	0.447455032
536	0.4471467093
537	0.4466373147
538	0.4463077116
539	0.4460120273
540	0.4456419099
541	0.4454209279
542	0.4451623839
543	0.44494018
544	0.4446551927
545	0.4443084813
546	0.4440856115
547	0.443653377
548	0.4433471778
549	0.4430428336
550	0.4427936763
551	0.4425606338
552	0.4423497995
553	0.4421157924
554	0.4418146592
555	0.4416221667
556	0.4413729422
557	0.4409427173
558	0.4406814233
559	0.4403539287
560	0.4399727084
561	0.4397061389
562	0.4394628962
563	0.4391633786
564	0.4389062144
565	0.4386371817
566	0.4384418829
567	0.4382516737
568	0.4378956436
569	0.4376541984
570	0.4374621424
571	0.4370056115
572	0.436630984
573	0.4363203464
574	0.4360331305
575	0.435791528
576	0.4356124853
577	0.4354245513
578	0.4351199489
579	0.4348919606
580	0.4346410861
581	0.4344325513
582	0.4342289977
583	0.4341499177
584	0.4338905654
585	0.4336025384
586	0.433329242
587	0.4328391314
588	0.4326465918
589	0.4323250116
590	0.4320601754
591	0.4318470584
592	0.4316669878
593	0.4312558936
594	0.4309860963
595	0.4307053588
596	0.4306102551
597	0.430143779
598	0.4297849019
599	0.4294959474
600	0.4292624317
601	0.4290551705
602	0.4288461902
603	0.4286104358
604	0.4284035842
605	0.4283197962
606	0.428123329
607	0.4278268149
608	0.4276399162
609	0.4274484767
610	0.4272016288
611	0.4270457727
612	0.4268001626
613	0.4265104252
614	0.4262136065
615	0.4259459609
616	0.425664058
617	0.4254738521
618	0.4252888284
619	0.4250174073
620	0.4248425732
621	0.4244553492
622	0.4241334261
623	0.4239245442
624	0.4235310628
625	0.4232892071
626	0.4230112433
627	0.4228009572
628	0.4225664296
629	0.4223257154
630	0.4220843663
631	0.4217388274
632	0.4213765408
633	0.4211106201
634	0.4209086762
635	0.4207146444
636	0.4204725671
637	0.4203112037
638	0.419946168
639	0.4198304441
640	0.4196231246
641	0.4193320948
642	0.4190960661
643	0.418905472
644	0.4187369853
645	0.4184952661
646	0.4182324368
647	0.4180828212
648	0.4179405517
649	0.4178342084
650	0.4175556349
651	0.417312985
652	0.417130064
653	0.4169391688
654	0.4166304929
655	0.4163778354
656	0.4162400142
657	0.4159619679
658	0.4156973137
659	0.4154895291
660	0.415363999
661	0.4150980415
662	0.4148419406
663	0.4147454604
664	0.4144395668
665	0.4140590763
666	0.4138363067
667	0.4135869641
668	0.4133101524
669	0.4130737881
670	0.4128860955
671	0.4127067349
672	0.4125816922
673	0.412330248
674	0.4121195804
675	0.4119635763
676	0.4115451166
677	0.411417861
678	0.4111518276
679	0.410981333
680	0.4108457449
681	0.4107224919
682	0.4105415985
683	0.4103102569
684	0.4098362439
685	0.409668438
686	0.4093950645
687	0.4089948325
688	0.4087745883
689	0.4083953175
690	0.4081961187
691	0.4080074913
692	0.4076702315
693	0.4074019186
694	0.407165979
695	0.4068666068
696	0.4066427671
697	0.4064872529
698	0.4061947562
699	0.4059138184
700	0.4056642787
701	0.4055259287
702	0.4052196661
703	0.4048622125
704	0.4046130768
705	0.404461747
706	0.4040654354
707	0.4038179192
708	0.4035568735
709	0.4033184829
710	0.4031184604
711	0.4027596066
712	0.4025122492
713	0.4021438571
714	0.4017636243
715	0.4014494302
716	0.401202282
717	0.4010254617
718	0.4008079025
719	0.4006096521
720	0.4004370189
721	0.4002625557
722	0.3999494798
723	0.3995851087
724	0.3994256153
725	0.3992623162
726	0.3990121082
727	0.3985771743
728	0.3983851647
729	0.398247881
730	0.397986034
731	0.3977319078
732	0.397576288
733	0.3973332675
734	0.3971552798
735	0.3969440132
736	0.396787995
737	0.3966159566
738	0.3964693301
739	0.3961284589
740	0.3958918914
741	0.3955814716
742	0.3954325426
743	0.3952167629
744	0.3948562629
745	0.3946148314
746	0.3944377366
747	0.39431114
748	0.3940793829
749	0.3939356176
750	0.3936927865
751	0.3935583979
752	0.3934371034
753	0.3931221945
754	0.3928339406
755	0.3925519675
756	0.3923534963
757	0.3920511461
758	0.3917751866
759	0.3915261614
760	0.3913809652
761	0.3912201295
762	0.3909544922
763	0.3907678923
764	0.3906340134
765	0.3905196932
766	0.3902941056
767	0.3900035303
768	0.3897758315
769	0.3895171309
770	0.3893157062
771	0.3891496444
772	0.3889822066
773	0.3887019534
774	0.3884971645
775	0.3883126572
776	0.3880655155
777	0.3876370402
778	0.3874123373
779	0.3871951423
780	0.387085501
781	0.3868469373
782	0.3865669883
783	0.3862539231
784	0.3860603249
785	0.3857883813
786	0.385576804
787	0.3851932408
788	0.3849685229
789	0.3848256227
790	0.3846978248
791	0.3844206509
792	0.3842944373
793	0.3840109132
794	0.3838137407
795	0.3836076652
796	0.3833353403
797	0.3830796257
798	0.3828589884
799	0.3825586971
800	0.3822672843
801	0.3821085007
802	0.3818784794
803	0.3816596015
804	0.3814872962
805	0.3811906134
806	0.3809811755
807	0.3807005716
808	0.380355012
809	0.3800756452
810	0.3799259104
811	0.3796895208
812	0.379501506
813	0.379240531
814	0.3789745364
815	0.3786711559
816	0.3783654306
817	0.3781875464
818	0.3779454411
819	0.3776913282
820	0.3774550361
821	0.3772950774
822	0.3770831525
823	0.3769258121
824	0.3767116491
825	0.3766274037
826	0.3763515737
827	0.3759960872
828	0.37575271
829	0.3755891582
830	0.3753605466
831	0.3750691198
832	0.3748051494
833	0.3746030296
834	0.3743012915
835	0.3739365749
836	0.3736665452
837	0.3733175075
838	0.3731658175
839	0.3729917337
840	0.3727296645
841	0.3725493779
842	0.3723114519
843	0.3721990289
844	0.3719304784
845	0.3718239764
846	0.3715046522
847	0.3712299982
848	0.3710175794
849	0.3708290415
850	0.3704986748
851	0.3702657507
852	0.3700245895
853	0.3698257819
854	0.3696802523
855	0.3695354167
856	0.369296819
857	0.3691952367
858	0.3690892867
859	0.3688238963
860	0.3685722362
861	0.3681631844
862	0.3679158869
863	0.3677125041
864	0.3674958731
865	0.3672575148
866	0.3670878675
867	0.3668702147
868	0.3666301661
869	0.3663765558
870	0.3661294348
871	0.3658220264
872	0.3654554194
873	0.3652780192
874	0.3649912439
875	0.364695458
876	0.3645547534
877	0.3642732515
878	0.3641641915
879	0.3640654876
880	0.3637919899
881	0.3636529746
882	0.3634565446
883	0.363208274
884	0.3629924269
885	0.3628695592
886	0.3626517198
887	0.3624792151
888	0.362323185
889	0.3620847617
890	0.361981914
891	0.3617117919
892	0.3615353348
893	0.3612690833
894	0.361163861
895	0.3609467491
896	0.3606127431
897	0.3604105529
898	0.3600982463
899	0.3599073841
900	0.3596905766
901	0.3595113044
902	0.3593166617
903	0.3591767333
904	0.3589523161
905	0.3587487323
906	0.3584658018
907	0.3583394525
908	0.3581473722
909	0.3579204456
910	0.3578320965
911	0.3575422867
912	0.3573228939
913	0.3570142277
914	0.3568048253
915	0.3565523144
916	0.3562993243
917	0.3560535639
918	0.3557127026
919	0.3554764559
920	0.3551853561
921	0.3550007038
922	0.3546539849
923	0.3544798539
924	0.3542268886
925	0.3540693383
926	0.3539445651
927	0.3535622886
928	0.3534633518
929	0.3532425041
930	0.3530684836
931	0.3528332261
932	0.3526546582
933	0.3524582618
934	0.3522795242
935	0.3520299164
936	0.3518792748
937	0.3516746543
938	0.3515363318
939	0.3513928142
940	0.3510319971
941	0.3508485492
942	0.3507085236
943	0.3503379846
944	0.3501600162
945	0.3499312114
946	0.3498049409
947	0.3495733981
948	0.3493979565
949	0.3490507352
950	0.3488359441
951	0.3486541999
952	0.3482789317
953	0.3479962825
954	0.3478149663
955	0.3475700996
956	0.3473687721
957	0.3471885244
958	0.3469827501
959	0.3468131726
960	0.3466119253
961	0.34638522
962	0.3461935573
963	0.3460386384
964	0.3458679896
965	0.3456845631
966	0.3454189205
967	0.3451742653
968	0.3449822159
969	0.3447182354
970	0.3445311116
971	0.3444170613
972	0.3443137273
973	0.3441515597
974	0.3439108058
975	0.3436344733
976	0.3434861393
977	0.3432452936
978	0.3431241614
979	0.3428383777
980	0.3426174325
981	0.3424217704
982	0.3421710664
983	0.34196683
984	0.3416999242
985	0.3414470342
986	0.3412567639
987	0.3409902362
988	0.3407971621
989	0.3405801046
990	0.3403377565
991	0.3400839503
992	0.3398771444
993	0.3397075465
994	0.3395505434
995	0.3392923801
996	0.3391575409
997	0.3389853162
998	0.3387503922
999	0.3385129314
